title,company,location,description,category,created,salary_min,salary_max
IT Bus Data Rep Analyst 2 (Hourly),CUNY,"Grand Central, Manhattan","IT Bus Data Rep Analyst 2 (Hourly) GENERAL DUTIES Under supervision, provides and/or oversees expert end-user support by proficiently and accurately inputting, auditing, and reporting on information in CUNYfirst (i.e., PeopleSoft). CUNYfirst is the City University of New York's Enterprise Resource Planning (ERP) Oracle/PeopleSoft system used to capture and maintain the University's student administration, human resources and finance functions. This position differs from an Information Technolog…",IT Jobs,2024-11-20T15:42:59Z,46756.81,46756.81
"Data Steward Analyst, Business Management - New York",Moelis & Company Group LP,"New York City, New York","We are passionate about our business and our culture, and are seeking individuals with that same drive. Moelis & Company is a leading global independent investment bank that provides innovative strategic advice and solutions to a diverse client base, including corporations, governments and financial sponsors. The Firm assists its clients in achieving their strategic goals by offering comprehensive integrated financial advisory services across all major industry sectors. Moelis & Company’s exper…",Accounting & Finance Jobs,2025-02-23T23:47:12Z,75000.0,80000.0
Liquidity Senior Lead Change and Data Management Analyst,ManpowerGroup,"Kew Gardens, Queens","Role: Liquidity Change and Data Management Senior Lead Analyst Location : Long Island City, NY (Hybrid -3 days onsite per week) Position type: 11 months with high possibility of extension/Conversion About the Role The Liquidity Change and Data Management team within Treasury is responsible for defining, driving, and executing end-to-end process design and implementation efforts to enhance liquidity risk management, regulatory reporting, and stress testing. This team collaborates with global Tre…",Accounting & Finance Jobs,2025-04-05T11:40:01Z,158389.23,158389.23
Data Science Analyst I - Genomics of Aging & Psychiatry,Mount Sinai Health System,"East Harlem, Manhattan","Description We are seeking an experienced candidate to join our team working at the intersection of healthcare and genomics. In this role, you will analyze health records and genetic data to drive discoveries that improve patient outcomes and advance precision medicine initiatives. Responsibilities Apply data mining, data modeling, natural language processing, and machine learning techniques to extract information from large structured and unstructured datasets from various sources Integrate ge…",Scientific & QA Jobs,2025-04-13T20:13:53Z,100442.78,100442.78
Telemetry RN,Atlas Search,"New York City, New York","Job Description Job Description We are currently seeking a dedicated and experienced Telemetry RN at $60-$70/hour to join our healthcare team at one of NYC's most prestigious hospital systems. As an RN on the telemetry unit, you will be tasked with monitoring and interpreting data from medical equipment, providing care for critically ill patients, and ensuring proper patient care in telemetry units. Telemetry RN Job Duties Include: Using electrocardiogram (EKG) machines to continuously track he…",IT Jobs,2025-04-17T23:51:33Z,116162.41,116162.41
Registered Nurse Ambulatory,Atlas Search,"New York City, New York","Job Description Job Description We are seeking a dedicated and compassionate Registered Nurse - $60/hour, to join our healthcare team in the outpatient clinic of one of NYC's most prestigious hospital systems. As a Registered Nurse, you will play a vital role in assessing patient needs, developing care plans, and providing high-quality medical care to patients across different specialties. $500 reward for any referrals successfully placed. Registered Nurse Responsibilities Include: Conduct thor…",IT Jobs,2025-04-17T23:59:32Z,122091.53,122091.53
Valuation Consultant,Atlas Search,"New York City, New York","Job Description Job Description We are working with a well-established global investment management firm that specializes in targeting traditional and non-traditional sources of alpha by employing multiple absolute return strategies. They are actively seeking a Valuations Consultant to join their team. The ideal candidate has experience with options pricing, P&L, and valuations experience within hedge funds. This is a fantastic contract to hire opportunity, and we are looking to fill the positi…",IT Jobs,2025-04-17T11:09:08Z,98088.52,98088.52
Facilities Coordinator,Atlas Search,"New York City, New York","Job Description Job Description We are working with an international private enterprise with operations spanning public and private equities, real estate, and commercial interests. They are seeking a Facilities Coordinator for their New York office. The ideal candidate will ensure the office environment is well-maintained and welcoming, supporting both facilities and office operations. This role requires attention to detail, reliability, and the ability to work both independently and as part of…",IT Jobs,2025-04-19T00:01:11Z,79448.45,79448.45
Data Processing Analyst (12 Month Fixed Term Contract),Arch,"New York City, New York","Our Company Private investments such as venture capital, hedge funds, and private equity make up roughly 25% of the investment universe. Traditionally, investors, advisors, banks, families, and managers track hundreds of investments in complicated spreadsheets, file folders, and busy inboxes. Not only is this tedious and time-consuming, but it is rife with opportunities for manual data entry errors, inconsistent reporting, and lost information. Enter Arch. Arch is a Series A financial technolog…",Accounting & Finance Jobs,2025-01-15T09:39:58Z,59281.54,59281.54
Capital Markets Data Financial Analyst/Capital Markets/Generative AI,"IT EBusiness Consulting Services, Inc","Chelsea and Clinton, Manhattan","A senior Financial Markets Data Analyst with extensive experience knowledge in Generative AI and its applications in financial analysis. This role involves evaluating and optimizing various financial market data feeds to improve the investment team's process and explore how market data can support the automation and analysis of business workflows using AI. Candidates must be able to Create dashboards, reports, and visualizations using tools like Excel, Tableau, or Power BI to present complex fi…",IT Jobs,2025-04-18T07:45:04Z,105038.91,105038.91
"Data Science Analyst / Associate, Information Technology - New York",Moelis & Company Group LP,"New York City, New York","We are passionate about our business and our culture, and are seeking individuals with that same drive. Summary At Moelis & Company, we collaborate to develop data-driven actionable intelligence that serves internal teams and external clients. We’re focused on innovating and creatively solving for business opportunities. We’re looking for fresh perspectives and top creative, analytical minds to harness the power of data assets across our Businesses. You’ll join a team of problem-solvers who dev…",IT Jobs,2025-02-07T13:00:26Z,90000.0,125000.0
Sr.UI developer,Akkodis,"Jersey City, Hudson County","Job Description Job Description Akkodis is seeking a Sr.UI developer for a Contract job with a client in Jersey City, NJ (Hybrid). The ideal candidate will be responsible for developing dynamic front-end applications using ReactJS, TypeScript, and JavaScript, with a strong focus on UI development. Rate Range: $53/hour to $55/hour; The rate may be negotiable based on experience, education, geographic location, and other factors. Sr.UI developer job responsibilities include: Developing dynamic an…",IT Jobs,2025-03-25T10:39:58Z,123895.16,123895.16
Business Analyst - Data Lineage/Java,Doran Jones,"Rutherford, Bergen County","Doran Jones Inc. is looking for experienced Business Data Analysts to assist with project delivery for a multi-national financial services firm. In this role, you will work closely with Product Owners to trace and document data lineage for regulatory reporting requirements. The business domain is the Wholesale Business, including Derivatives, Securities, Finance, Banking, Investment Securities, Cash Trades, and Securitization. This is a full-time, salaried position and is not open to C2C or oth…",IT Jobs,2025-02-26T19:37:54Z,91083.92,91083.92
Business Analyst - Data Science Team,Millennium,"New York City, New York","Business Analyst - Data Science Team Millennium’s Data Science Group (“DSG”) is looking to hire a Business Analyst to spearhead our user engagement and outreach strategy across DSG’s global client base. The Business Analyst will collaborate closely with DSG team to understand their offerings, communicate their value to various stakeholders, and foster strong relationships with users to ensure their needs and feedback are addressed. Principal Responsibilities: User Engagement Strategy: Develop a…",IT Jobs,2025-03-30T21:54:41Z,70000.0,160000.0
Murex Data Management Business Analyst,"Treliant, LLC","New York City, New York","Treliant is an essential consulting firm serving banks, mortgage originators and servicers, fintechs, and other companies providing financial services globally. We are led by practitioners from the industry and the regulatory community who bring deep domain knowledge to help our clients drive business change and address the most pressing compliance, regulatory, and operational challenges. We provide data-driven, technology-enabled consulting, implementation, staffing, and managed services solut…",IT Jobs,2025-02-25T07:52:34Z,96278.51,96278.51
"Senior Analyst, Data Platform Ops",NBC Universal,"Grand Central, Manhattan","We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service. We produce and distribute premier filmed entertainment and programming through Universal Filmed Entertainme…",IT Jobs,2025-04-17T10:56:37Z,58486.49,58486.49
Senior Analyst - Data Governance & Management,American Express,"Grand Central, Manhattan","Description You Lead the Way. We've Got Your Back. With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you'll learn and grow as we help you create a career journey that's unique and meaningful to you with benefits, programs, and flexibility that support you personally and professio…",IT Jobs,2025-04-17T10:52:45Z,83454.12,83454.12
Senior Research Scientist,NYU Langone Health,"Grand Central, Manhattan","NYU Grossman School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU Grossman School of Medicine has trained thousands of physicians and scientists who have helped to shape the course of medical history and enrich the lives of countless people. An integral part of NYU Langone Health , the Grossman School of Medicine at its core is committed to improving the human condition through medical education, scientific research, and direct patient care. At NYU Langone He…",Healthcare & Nursing Jobs,2025-04-12T08:32:32Z,100939.62,100939.62
Capital Markets Data Financial Analyst/Capital Markets/Generative AI,"IT EBusiness Consulting Services, Inc","New York City, New York","Job Description Job Description A senior Financial Markets Data Analyst with extensive experience knowledge in Generative AI and its applications in financial analysis. This role involves evaluating and optimizing various financial market data feeds to improve the investment team's process and explore how market data can support the automation and analysis of business workflows using AI. Candidates must be able to Create dashboards, reports, and visualizations using tools like Excel, Tableau, o…",IT Jobs,2025-04-20T00:22:47Z,104273.68,104273.68
Data Analysis (remote),vCloudchoice,"New York City, New York","We are looking to hire a data analyst to join our data team. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and a deep understanding of the popular data analysis tools and databases. Data Analyst Responsibilities: Managing master data, including creation, updates, and deletion. Managing users and user roles. Provide quality assurance of …",IT Jobs,2024-09-27T01:48:51Z,82163.49,82163.49
Account Management,Akkodis,"New York City, New York","Job Description Job Description Akkodis is seeking an Account Management for a Contract job with a client in New York, NY(Remote) . The candidate will manage SMB restaurant partnerships, gather feedback, and collaborate with cross-functional teams to improve the restaurant experience. Rate Range: $30/hour to $33/hour; The rate may be negotiable based on experience, education, geographic location, and other factors. Account Management job responsibilities include: Managing client relationships a…",Accounting & Finance Jobs,2025-04-05T01:45:46Z,107707.8,107707.8
Senior Analyst Medical Data,NEWYORK-PRESBYTERIAN,"Manhattan, New York City","World-Class Clinical Coding: You Make It Possible See the widest variety of cases. Assess rarely seen surgeries and conditions. Get inspired at NewYork-Presbyterian Hospital. More than a job, we're offering the ultimate opportunity for clinical coding professionals. At New York Presbyteriann Hospital, you’ll work closely with top physicians and documentation improvement nurses while employing the unique specialty coding model. There’s never been a better time to join our team. Newly opened offi…",Admin Jobs,2024-04-17T09:40:34Z,83890.68,83890.68
"Sector Analyst, MI-Data",Point72,"New York City, New York","A CAREER WITH POINT72’S MARKET INTELLIGENCE TEAM On our proprietary research team—Market Intelligence—you’ll partner with our investment professionals and Compliance team to work with alternative data to uncover insights about companies, industries, and the broader economy through deep fundamental research and applying data science and engineering techniques. You’ll work alongside a talented team with diverse skills, backgrounds, and perspectives. Our sector data analysts, data scientists, data…",Accounting & Finance Jobs,2025-01-20T08:37:46Z,95000.0,115000.0
"Data Governance and Controls, Analyst",MUFG,"Tyler Park, Hudson County","Do you want your voice heard and your actions to count? Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), one of the world's leading financial groups. Across the globe, we're 120,000 colleagues, striving to make a difference for every client, organization, and community we serve. We stand for our values, building long-term relationships, serving society, and fostering shared and sustainable growth for a better world. With a vision to be the world's most trusted financial gro…",Accounting & Finance Jobs,2025-03-27T11:44:48Z,82767.09,82767.09
"Data Management, Senior Analyst - Alternative Investments",Neuberger Berman,"New York City, New York","We are looking for a hands-on Client Reporting and Data Analytics Data Analyst to join our Data Management team to lead and coordinate strategic initiatives around the firms’ core data platforms within the Alternative Investments space. This role will analyze business requirements, and engage with stakeholders across various Technology, Operations, Client Reporting and Investment teams by ensuring integrity, accuracy, and usability of data across our client reporting and operational platforms t…",Accounting & Finance Jobs,2024-11-03T08:49:51Z,60000.0,110000.0
"Data Management, Senior Analyst - Alternative Investments",Neuberger Berman,"Grand Central, Manhattan","We are looking for a hands-on Client Reporting and Data Analytics Data Analyst to join our Data Management team to lead and coordinate strategic initiatives around the firms' core data platforms within the Alternative Investments space. This role will analyze business requirements, and engage with stakeholders across various Technology, Operations, Client Reporting and Investment teams by ensuring integrity, accuracy, and usability of data across our client reporting and operational platforms t…",Accounting & Finance Jobs,2025-03-05T09:48:42Z,98186.89,98186.89
"VP, Data Architecture Lead Analyst - C13",Citigroup,"Jersey City, Hudson County","Data Architecture Lead Analyst - Vice President Job Description Summary : The position is within Technology, and we are seeking a Senior Data Architecture Lead Analyst with strong passion and aptitude for data and hands-on experience in developing Conceptual, Logical and Physical Data Model for Wholesale Lending. Candidate must have experience in developing large scale data models that fits multiple lines of business. The work will be developing strategic state-of-the-art solutions using agile …",IT Jobs,2025-04-15T12:06:47Z,156502.6,156502.6
"VP, Data Architecture Lead Analyst - C13",Citigroup,"Tyler Park, Hudson County","Data Architecture Lead Analyst - Vice President Job Description Summary : The position is within Technology, and we are seeking a Senior Data Architecture Lead Analyst with strong passion and aptitude for data and hands-on experience in developing Conceptual, Logical and Physical Data Model for Wholesale Lending. Candidate must have experience in developing large scale data models that fits multiple lines of business. The work will be developing strategic state-of-the-art solutions using agile …",IT Jobs,2025-04-16T11:57:07Z,144218.2,144218.2
Senior Financial Analyst - Data - Finance & Administration,Bloomberg,"Grand Central, Manhattan","The energy of a newsroom, the pace of a trading floor, the buzz of a recent tech breakthrough; we work hard, and we work fast - while keeping up the quality and accuracy we're known for. It's what keeps us inventing and reinventing, all the time. Our culture is wide open, just like our spaces. We bring out the best in each other through collaboration. Through our countless volunteer projects, we also help network with the communities around us, too. You can do amazing work here. Work you couldn…",Accounting & Finance Jobs,2025-03-05T09:44:03Z,78071.84,78071.84
Data Entry Clerk,Caring Transitions,"New York City, New York","The ideal person for this position has an exceptional eye for detail, expertise as a data analyst, and a solid understanding of popular data analysis tools. He/she will work closely with product owners across various lines of business to understand the objectives of the organization and prioritize any requirements. Responsibilities: Manage data – Own the master data and all that it contains. Review and report all findings to appropriate parties. Explain the testing of data and the ability to im…",IT Jobs,2025-04-18T00:40:53Z,66954.64,66954.64
"Sr. Analyst, Finance Data Governance",NBCUniversal,"New York City, New York","Job Description Team Overview You will join our office in New York, NY as a critical member of our Finance Data Operations (DO) team. You will work with colleagues in the global Finance and Technology organizations, playing a critical role deploying our finance data strategy as well as data migrations for our SAP S/4 Implementation. This role will support the master data for O2C and STP ensuring data is viewed as a product with strong stewardship and is properly consumed. You will work with sev…",IT Jobs,2025-04-08T21:01:09Z,91598.74,91598.74
Business Intelligence Developer,Ammunition,"Bronx, New York City","Key Responsibilities: 1.Design, develop, and maintain business intelligence solutions using tools such as Tableau, Power BI, or QlikView. 2.Collaborate with cross-functional teams, including business stakeholders, data analysts, and IT professionals. 3.Develop and maintain data visualizations, reports, and dashboards to support business decision-making. 4.Work with large datasets to develop and implement data models, ETL processes, and data warehouses. 5.Ensure data quality, integrity, and secu…",IT Jobs,2025-04-05T11:06:19Z,68135.8,68135.8
Platform Engineer,Vortexa,"New York City, New York","Vortexa was founded to solve the immense information gap that exists in the energy industry. By using massive amounts of new satellite data and pioneering work in artificial intelligence, Vortexa creates an unprecedented view on the global seaborne energy flows in real-time, bringing transparency and efficiency to the energy markets and society as a whole. The Challenge Ingesting data from multiple external vastly different sources at hundreds of rich data points per second, moving terabytes of…",IT Jobs,2025-02-21T19:20:17Z,100000.0,200000.0
"Business Analyst, Master Data Office",Ross Stores,"Chelsea and Clinton, Manhattan","Our values start with our people, join a team that values you We are the nation’s largest off-price retailer with over 2,000 stores, and a strong track record of success and growth. Our focus has always been bringing our customers a constant stream of high-quality brands and on-trend merchandise at extraordinary savings. All while providing a fun and exciting treasure hunt experience. As part of our team, you will experience: Success. Our winning team pursues excellence while learning and evolv…",IT Jobs,2025-03-11T10:08:59Z,85045.26,85045.26
"Analyst, RADAR Data Products Intern",Clear Channel Outdoor,"New York City, New York","Current employees and contingent workers click here to apply and search by the Job Posting Title. Clear Channel Outdoor Job Summary: Clear Channel Outdoor has made significant strategic investments in the use of big data to enhance our ability to generate insights, measure, and amplify OOH campaigns using its proprietary RADAR analytics suite. The Analyst Intern for RADAR Data Products will be responsible for analyzing campaign outcomes, delivery, and performance to help create optimizations fo…","PR, Advertising & Marketing Jobs",2025-03-26T00:54:36Z,63869.92,63869.92
"Sr. Analyst, Finance Data Governance",NBC Universal,"Grand Central, Manhattan","We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service. We produce and distribute premier filmed entertainment and programming through Universal Filmed Entertainme…",IT Jobs,2025-04-10T12:08:36Z,57446.51,57446.51
"Sr. Analyst, Finance Data Governance",NBC Universal,"Grand Central, Manhattan","We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service. We produce and distribute premier filmed entertainment and programming through Universal Filmed Entertainme…",IT Jobs,2025-04-10T12:08:36Z,58329.24,58329.24
"Sr. Analyst, Finance Data Governance",NBCUniversal,"New York City, New York","Job Description Job Description Company Description We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service. We produce and distribute premier filmed entertainment …",IT Jobs,2025-04-11T14:35:34Z,72679.61,72679.61
Technical Lead Product Manager,dataplor,"New York City, New York","About Us Our mission at dataplor is to comprehensively map and understand every commercial location on the planet. We provide insights on every merchant in the world, covering 350M businesses and places, empowering organizations with high-quality location intelligence to drive strategic decision-making. We are excited to grow the team and take this rocketship to the next level Role Overview The Technical Lead Product Manager will support core point of interest (POI), data quality management, an…",IT Jobs,2025-04-07T00:39:43Z,118017.35,118017.35
Financial Analyst,,"Brooklyn, New York City","s degree in Finance, Analytics or related & 2-yr work exp. as Financial Analyst, Data Analyst or related inv. QuickBooks, Advanced Excel Skills (Statistics, Data Importation and Manipulation, Forecasting), SQL, Tableau, R, Python, & Iot System. Salary: $71,136.00 to $176,571.00/yr. Send resume w/ job FA996 to",IT Jobs,2025-04-19T10:57:06Z,87147.94,87147.94
Customer Success Analyst – Data-as-a-Service (DaaS) & Geospatial Data,dataplor,"New York City, New York","About Us Our mission at dataplor is to comprehensively map and understand every commercial location on the planet. We provide insights on every merchant in the world, covering 350M businesses and places, empowering organizations with high-quality location intelligence to drive strategic decision-making. We are excited to grow the team and take this rocketship to the next level Role Overview We’re looking for a data-driven problem solver who thrives at the intersection of analysis and client imp…",IT Jobs,2025-04-06T04:22:40Z,115000.0,155000.0
Business Analyst/Data Migration Specialist (ACBS to Loan IQ),"Treliant, LLC","New York City, New York","Treliant is an essential consulting firm serving banks, mortgage originators and servicers, fintechs, and other companies providing financial services globally. We are led by practitioners from the industry and the regulatory community who bring deep domain knowledge to help our clients drive business change and address the most pressing compliance, regulatory, and operational challenges. We provide data-driven, technology-enabled consulting, implementation, staffing, and managed services solut…",IT Jobs,2025-02-26T08:02:59Z,87801.97,87801.97
Lead IT Project Manager Data & BI Projects,Pipe Recruit,"New York City, New York","Lead IT Project Manager Data & BI Projects Location: New York, NY (Hybrid: 3 days in office) Type: Contract Job Summary Seeking a Lead IT Project Manager to oversee Data & BI projects with a strong preference for candidates with Insurance/Reinsurance experience . The role requires on-site presence in NYC three days a week and managing globally distributed teams across the US, UK, and India. Key Responsibilities Develop and manage project plans, timelines, and backlogs . Lead cross-functional te…",IT Jobs,2025-03-21T12:03:34Z,135331.83,135331.83
Senior Data Management Specialist,Dutech Systems,"New York City, New York","data modeling, building and maintaining data catalogs, and content taxonomy frameworks, data management tools that profile, classify, filter, and “clean” data to locate and correct code problems, configuring data quality and governance standards and best practices in a multi-cloud environment. As a Senior Data Management Specialist, you will support the technical and operational aspects of enterprise data management and governance. You will support data analysis and mining activities and act as…",IT Jobs,2024-07-27T20:20:28Z,82564.01,82564.01
CT Technologist,Atlas Search,"New York City, New York",Job Description Job Description We are currently seeking a CT Technologist to join our healthcare team at one of NYC's most prestigious hospital networks . You will be tasked with operating medical imaging equipment in order to perform CT/radiographic examinations on patients. The base pay range for this CT Technologist position is $60 to $75 per hour. Travel/Stipend packages available for Travel Candidates. $500 reward for any referrals successfully placed. CT Technologist Job Duties: Operate …,IT Jobs,2025-04-18T11:56:53Z,126712.59,126712.59
Data Engineer,Scholastic,"Grand Central, Manhattan","Job Description: THE OPPORTUNITY / RESPONSIBILITIES Develop, deliver, and manage the lifecycle of new and existing software applications and systems that reach teachers, students, and parents across the world. Manage the full software development life cycle including building, testing, and deploying enhancements to existing software and infrastructure. Participate in the Agile development process as part of a dynamic project team working closely with domain teams on a variety of new and existin…",IT Jobs,2025-04-20T10:53:35Z,114798.78,114798.78
"Radiologic Technologist/Technician, ARRT(R) - Diagnostic, X-Ray, MRI,",Atlas Search,"New York City, New York","Job Description Job Description Our clients are magnet-recognized hospitals and medical facilities across New York that are seeking contingent, full-time Radiology Technologists (R, MR, M, CT) to perform diagnostic imaging. Schedules vary based on location and facility, but are available in days, evenings, and nights. Pay - $58-$78/hour W2 Schedule - Days, Evenings, Nights Stipends/Travel Packages available for Travel Techs, apply to inquire for specific information. $500 referral bonus redeema…",IT Jobs,2025-04-18T11:56:38Z,122522.17,122522.17
Certified Surgical Technician,Atlas Search,"New York City, New York","Job Description Job Description We are seeking a dedicated and skilled Certified Surgical Technologist (CST)/Operating Room Tech to join our healthcare team at one of NYC's top healthcare systems at their location in the Bronx, NY . Pay for this role is $50-$60/hour The ideal candidate will play a crucial role in the operating room, assisting surgeons and ensuring that all surgical procedures run smoothly. Stipends/Travel Packages available for Travel Candidates. Referral bonus of $500 availabl…",IT Jobs,2025-04-19T12:01:37Z,96738.88,96738.88
Grant Writer/ Manager,Atlas Search,"New York City, New York","Job Description Job Description We are working with a mission-driven nonprofit dedicated to social impact, with a focus on housing and homelessness solutions in New York City. The organization fosters a collaborative work environment and offers meaningful opportunities for professional growth. Position Overview The Grant Writer / Manager will be responsible for managing the full lifecycle of grants, including researching, writing, submitting, and reporting on grant proposals from government, co…",Accounting & Finance Jobs,2025-04-18T00:00:32Z,91431.17,91431.17
Atlas Search is hiring: Grant Writer/ Manager in New York,Atlas Search,"New York City, New York","Job Description Job Description We are working with a mission-driven nonprofit dedicated to social impact, with a focus on housing and homelessness solutions in New York City. The organization fosters a collaborative work environment and offers meaningful opportunities for professional growth. Position Overview The Grant Writer / Manager will be responsible for managing the full lifecycle of grants, including researching, writing, submitting, and reporting on grant proposals from government, co…",Accounting & Finance Jobs,2025-04-19T15:42:52Z,89238.42,89238.42
Grant Writer/ Manager Job at Atlas Search in New York,Atlas Search,"New York City, New York","Job Description Job Description We are working with a mission-driven nonprofit dedicated to social impact, with a focus on housing and homelessness solutions in New York City. The organization fosters a collaborative work environment and offers meaningful opportunities for professional growth. Position Overview The Grant Writer / Manager will be responsible for managing the full lifecycle of grants, including researching, writing, submitting, and reporting on grant proposals from government, co…",Accounting & Finance Jobs,2025-04-18T15:25:49Z,83751.02,83751.02
"Software Developer - Informatica - C67721 5.5 New York, NY",CapB InfoteK,"New York City, New York",We need a Software Developer with Informatica ETL experience and strong financial domain knowledge. 1. 8-10 years’ experience on SQL & ETL development 2. Strong Informatica 3. Unix and shell scripting hands-on experience 4. Strong SQL and DB knowledge 5. Knowledge of Informatica MDM is desired 6. Working experience on data analyst 7. Strong understanding of Wealth management domain knowledge 8. Good working experience on data quality & Data warehouse projects 9. Worked on Autosys scheduler Belo…,IT Jobs,2024-08-08T09:38:49Z,116593.14,116593.14
Assistant Director of Development- Data Services-Development/Fundraising /FT-Days Hybrid/Remote,Mount Sinai Health System,"Grand Central, Manhattan","Description Development and Fundraising Assistant Director of Development-Data Services-Development & Fundraising-Corporate- Full-Time-Days- 150 East 42nd Street- Hybrid/Remote This is a partial remote work position, and must be willing to travel to East 42nd Street Office as need. Reporting to the Director, Business Intelligence and Analytics, the Assistant Director manages and participates in the fulfillment of approximately 800 ad hoc data requests per year for the Mount Sinai Health System …",IT Jobs,2025-04-09T00:56:15Z,85172.36,85172.36
Healthcare Database Analyst,The Goodkind Group,"Jamaica, Queens","Job Description Job Description Seeking a Healthcare Data Analyst to work in Jamaica, NY in the Anesthesia Department. The Data Analyst fulfills an essential function and is dedicated to the implementation of the Anesthesia department quality improvement programs. This individual works in close collaboration with the Anesthesia leadership team, and under the direction of the Chairperson. They will be responsible for managing, analyzing, and interpreting large datasets within the department to h…",IT Jobs,2025-04-06T11:16:20Z,89788.18,89788.18
Data Scientist,Forhyre,"Chelsea and Clinton, Manhattan","We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analy…",IT Jobs,2022-06-20T12:08:32Z,80000.0,150000.0
Data Scientist,Forhyre,"New York City, New York","We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analy…",IT Jobs,2022-12-17T14:29:06Z,90000.0,150000.0
Hadoop Data Engineer at New York,CapB InfoteK,"New York City, New York",The ETL Hadoop Data Engineer will be responsible for analyzing the business requirements design develop and implement highly efficient highly scalable ETL processes Candidate is required to perform daily project functions with a focus on meeting the business objectives on time in rapidly changing work environment and should be able to lead and drive globally located team to achieve business objectives Required Skills 3 8 years of hands on experience working with ETL Hadoop Knowledge of various …,IT Jobs,2024-08-01T10:53:24Z,150809.94,150809.94
ETL Hadoop Data Engineer,CapB InfoteK,"Jersey City, Hudson County",The ETL Hadoop Data Engineer will be responsible for analyzing the business requirements design develop and implement highly efficient highly scalable ETL processes Candidate is required to perform daily project functions with a focus on meeting the business objectives on time in rapidly changing work environment and should be able to lead and drive globally located team to achieve business objectives Required Skills 5 10 years of hands on experience working with Informatica power center Hadoop…,IT Jobs,2024-08-08T09:48:53Z,153636.78,153636.78
Data Engineering Manager (IC Role),Michael Page,"New York City, New York","We are seeking a dedicated Data Engineering Manager to lead our analytics department. The ideal candidate will leverage their data management skills in SQL to drive business decisions and support our company's growth. Client Details Our client is a leading player in the Business Services industry. As a large-scale organization, they pride themselves on their commitment to innovation and excellence in the heart of New York. Description  Oversee the development and maintenance of data architectur…",IT Jobs,2025-04-01T07:49:22Z,124763.44,124763.44
Data Engineer,Forhyre,"Chelsea and Clinton, Manhattan","We are looking for a passionate certified Data Engineer. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Primary skillset: Python/Pyspark & Azure, ADF, SQL…",IT Jobs,2022-12-16T14:28:13Z,100000.0,160000.0
Data Engineer,Forhyre,"New York City, New York","Job Description Job Description We are looking for a passionate certified Data Engineer. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Primary skillset: …",IT Jobs,2025-04-04T01:39:05Z,141597.19,141597.19
"Analyst, eCommerce Insights & Data Analytics",UMG Recordings,"New York City, New York","We are UMG, the Universal Music Group. We are the world’s leading music company. In everything we do, we are committed to artistry, innovation and entrepreneurship. We own and operate a broad array of businesses engaged in recorded music, music publishing, merchandising, and audiovisual content in more than 60 countries. We identify and develop recording artists and songwriters, and we produce, distribute and promote the most critically acclaimed and commercially successful music to delight and…","PR, Advertising & Marketing Jobs",2025-03-12T00:18:01Z,64628.0,80324.0
