title,company,location,description,category,created,salary_min,salary_max,clean_description,nlp_features,text_for_tfidf
Google Cloud Data Engineer,Tech Tammina LLC,"Manhattan, New York City","Title: Senior GCP Data Engineer Location: Onsite in Manhattan, NY Duration: 12 Months (with strong possibility for renewal) Visa : USC OR GC Key Responsibilities Design, build, and optimize end-to-end data pipelines using GCP-native services such as Dataflow, Dataproc, and Pub/Sub. Implement data ingestion, transformation, and processing workflows using Apache Beam, Apache Spark, and scripting in Python. Manage and optimize data storage using BigQuery, Cloud Storage, and Cloud SQL to ensure per…",IT Jobs,2025-04-15T07:44:34Z,116520.78,116520.78,title senior gcp data engineer location onsite in manhattan ny duration months with strong possibility for renewal visa usc or gc key responsibilities design build and optimize end-to-end data pipelines using gcp-native services such as dataflow dataproc and pub/sub implement data ingestion transformation and processing workflows using apache beam apache spark and scripting in python manage and optimize data storage using bigquery cloud storage and cloud sql to ensure per…,"{'lemmas': ['title', 'senior', 'gcp', 'data', 'engineer', 'location', 'onsite', 'manhattan', 'ny', 'duration', 'month', 'strong', 'possibility', 'renewal', 'visa', 'usc', 'gc', 'key', 'responsibility', 'design', 'build', 'optimize', 'end-to-end', 'datum', 'pipeline', 'gcp-native', 'service', 'dataflow', 'dataproc', 'pub', 'sub', 'implement', 'data', 'ingestion', 'transformation', 'processing', 'workflow', 'apache', 'beam', 'apache', 'spark', 'scripting', 'python', 'manage', 'optimize', 'datum', 'storage', 'bigquery', 'cloud', 'storage', 'cloud', 'sql', 'ensure'], 'adjs_verbs': ['title', 'senior', 'gcp', 'onsite', 'strong', 'gc', 'key', 'optimize', 'gcp-native', 'dataflow', 'implement', 'python', 'optimize', 'bigquery', 'ensure'], 'nouns': ['data', 'engineer', 'location', 'manhattan', 'ny', 'duration', 'month', 'possibility', 'renewal', 'visa', 'usc', 'responsibility', 'design', 'build', 'end-to-end', 'datum', 'pipeline', 'service', 'dataproc', 'pub', 'sub', 'data', 'ingestion', 'transformation', 'processing', 'workflow', 'apache', 'beam', 'apache', 'spark', 'scripting', 'manage', 'datum', 'storage', 'cloud', 'storage', 'cloud', 'sql'], 'noun_phrases': ['gcp data', 'gcp data engineer', 'data engineer', 'gcp data engineer location', 'data engineer location', 'engineer location', 'duration months', 'strong possibility', 'key responsibilities', 'key responsibilities design', 'responsibilities design', 'key responsibilities design build', 'responsibilities design build', 'design build', 'end-to-end data', 'end-to-end data pipelines', 'data pipelines', 'gcp-native services', 'dataflow dataproc', 'data ingestion', 'data ingestion transformation', 'ingestion transformation', 'processing workflows', 'python manage', 'data storage', 'bigquery cloud', 'bigquery cloud storage', 'cloud storage', 'cloud sql'], 'entities': [('gcp data', 'ORG'), ('manhattan', 'GPE'), ('gc key', 'PERSON')]}",title senior gcp data engineer location onsite manhattan ny duration month strong possibility renewal visa usc gc key responsibility design build optimize end-to-end datum pipeline gcp-native service dataflow dataproc pub sub implement data ingestion transformation processing workflow apache beam apache spark scripting python manage optimize datum storage bigquery cloud storage cloud sql ensure gcp data gcp data engineer data engineer gcp data engineer location data engineer location engineer location duration months strong possibility key responsibilities key responsibilities design responsibilities design key responsibilities design build responsibilities design build design build end-to-end data end-to-end data pipelines data pipelines gcp-native services dataflow dataproc data ingestion data ingestion transformation ingestion transformation processing workflows python manage data storage bigquery cloud bigquery cloud storage cloud storage cloud sql
"Youth Coach, Alternative to Detention",Center for Justice Innovation,"Queens, New York City","THE ORGANIZATION The Center for Justice Innovation is a community justice organization that centers safety and racial justice. Since our founding in 1996, the Center has partnered with community members, courts, and the people most impacted to create stronger, healthier, more just communities. Our decades of experience in courts and communities, coupled with our field-leading research and practitioner expertise, help us drive justice nationwide in innovative, powerful, and durable ways. For mor…",Social work Jobs,2025-03-28T17:24:35Z,48945.84,48945.84,the organization the center for justice innovation is a community justice organization that centers safety and racial justice since our founding in the center has partnered with community members courts and the people most impacted to create stronger healthier more just communities our decades of experience in courts and communities coupled with our field-leading research and practitioner expertise help us drive justice nationwide in innovative powerful and durable ways for mor…,"{'lemmas': ['organization', 'center', 'justice', 'innovation', 'community', 'justice', 'organization', 'center', 'safety', 'racial', 'justice', 'founding', 'center', 'partner', 'community', 'member', 'court', 'people', 'impact', 'create', 'strong', 'healthy', 'community', 'decade', 'experience', 'court', 'community', 'couple', 'field-leading', 'research', 'practitioner', 'expertise', 'help', 'drive', 'justice', 'nationwide', 'innovative', 'powerful', 'durable', 'way', 'mor'], 'adjs_verbs': ['center', 'racial', 'partner', 'impact', 'create', 'strong', 'healthy', 'couple', 'field-leading', 'help', 'drive', 'innovative', 'powerful', 'durable'], 'nouns': ['organization', 'center', 'justice', 'innovation', 'community', 'justice', 'organization', 'safety', 'justice', 'founding', 'center', 'community', 'member', 'court', 'people', 'community', 'decade', 'experience', 'court', 'community', 'research', 'practitioner', 'expertise', 'justice', 'way', 'mor'], 'noun_phrases': ['justice innovation', 'community justice', 'community justice organization', 'justice organization', 'racial justice', 'community members', 'community members courts', 'members courts', 'field-leading research', 'practitioner expertise', 'durable ways'], 'entities': []}",organization center justice innovation community justice organization center safety racial justice founding center partner community member court people impact create strong healthy community decade experience court community couple field-leading research practitioner expertise help drive justice nationwide innovative powerful durable way mor justice innovation community justice community justice organization justice organization racial justice community members community members courts members courts field-leading research practitioner expertise durable ways
Temporary Digital Archive Specialist,Center for Justice Innovation,"New York City, New York","THE ORGANIZATION The Center for Justice Innovation is a community justice organization that centers safety and racial justice. Since our founding in 1996, the Center has partnered with community members, courts, and the people most impacted to create stronger, healthier, more just communities. Our decades of experience in courts and communities, coupled with our field-leading research and practitioner expertise, help us drive justice nationwide in innovative, powerful, and durable ways. For mor…",IT Jobs,2025-01-28T19:44:32Z,96840.78,96840.78,the organization the center for justice innovation is a community justice organization that centers safety and racial justice since our founding in the center has partnered with community members courts and the people most impacted to create stronger healthier more just communities our decades of experience in courts and communities coupled with our field-leading research and practitioner expertise help us drive justice nationwide in innovative powerful and durable ways for mor…,"{'lemmas': ['organization', 'center', 'justice', 'innovation', 'community', 'justice', 'organization', 'center', 'safety', 'racial', 'justice', 'founding', 'center', 'partner', 'community', 'member', 'court', 'people', 'impact', 'create', 'strong', 'healthy', 'community', 'decade', 'experience', 'court', 'community', 'couple', 'field-leading', 'research', 'practitioner', 'expertise', 'help', 'drive', 'justice', 'nationwide', 'innovative', 'powerful', 'durable', 'way', 'mor'], 'adjs_verbs': ['center', 'racial', 'partner', 'impact', 'create', 'strong', 'healthy', 'couple', 'field-leading', 'help', 'drive', 'innovative', 'powerful', 'durable'], 'nouns': ['organization', 'center', 'justice', 'innovation', 'community', 'justice', 'organization', 'safety', 'justice', 'founding', 'center', 'community', 'member', 'court', 'people', 'community', 'decade', 'experience', 'court', 'community', 'research', 'practitioner', 'expertise', 'justice', 'way', 'mor'], 'noun_phrases': ['justice innovation', 'community justice', 'community justice organization', 'justice organization', 'racial justice', 'community members', 'community members courts', 'members courts', 'field-leading research', 'practitioner expertise', 'durable ways'], 'entities': []}",organization center justice innovation community justice organization center safety racial justice founding center partner community member court people impact create strong healthy community decade experience court community couple field-leading research practitioner expertise help drive justice nationwide innovative powerful durable way mor justice innovation community justice community justice organization justice organization racial justice community members community members courts members courts field-leading research practitioner expertise durable ways
"Vice President, Product Marketing",NBC Universal,"Grand Central, Manhattan","We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service. We produce and distribute premier filmed entertainment and programming through Universal Filmed Entertainme…","PR, Advertising & Marketing Jobs",2025-04-10T12:08:36Z,90521.05,90521.05,we create world-class content which we distribute across our portfolio of film television and streaming and bring to life through our theme parks and consumer experiences we own and operate leading entertainment and news brands including nbc nbc news msnbc cnbc nbc sports telemundo nbc local stations bravo usa network and peacock our premium ad-supported streaming service we produce and distribute premier filmed entertainment and programming through universal filmed entertainme…,"{'lemmas': ['create', 'world-class', 'content', 'distribute', 'portfolio', 'film', 'television', 'streaming', 'bring', 'life', 'theme', 'park', 'consumer', 'experience', 'operate', 'lead', 'entertainment', 'news', 'brand', 'include', 'nbc', 'nbc', 'news', 'msnbc', 'cnbc', 'nbc', 'sports', 'telemundo', 'nbc', 'local', 'station', 'bravo', 'usa', 'network', 'peacock', 'premium', 'ad-supporte', 'streaming', 'service', 'produce', 'distribute', 'premier', 'film', 'entertainment', 'program', 'universal', 'film', 'entertainme'], 'adjs_verbs': ['create', 'world-class', 'distribute', 'bring', 'operate', 'lead', 'include', 'local', 'peacock', 'ad-supporte', 'produce', 'distribute', 'film', 'program', 'universal', 'film'], 'nouns': ['content', 'portfolio', 'film', 'television', 'streaming', 'life', 'theme', 'park', 'consumer', 'experience', 'entertainment', 'news', 'brand', 'nbc', 'nbc', 'news', 'msnbc', 'cnbc', 'nbc', 'sports', 'telemundo', 'nbc', 'station', 'bravo', 'usa', 'network', 'premium', 'streaming', 'service', 'premier', 'entertainment', 'entertainme'], 'noun_phrases': ['world-class content', 'film television', 'theme parks', 'consumer experiences', 'news brands', 'local stations', 'streaming service'], 'entities': [('nbc nbc', 'ORG'), ('msnbc', 'ORG'), ('nbc', 'ORG')]}",create world-class content distribute portfolio film television streaming bring life theme park consumer experience operate lead entertainment news brand include nbc nbc news msnbc cnbc nbc sports telemundo nbc local station bravo usa network peacock premium ad-supporte streaming service produce distribute premier film entertainment program universal film entertainme world-class content film television theme parks consumer experiences news brands local stations streaming service
"Vice President, Product Marketing",NBCUniversal,"New York City, New York","Company Description Do you have the following skills, experience and drive to succeed in this role Find out below. We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming s…","PR, Advertising & Marketing Jobs",2025-04-15T15:35:38Z,115005.66,115005.66,company description do you have the following skills experience and drive to succeed in this role find out below we create world-class content which we distribute across our portfolio of film television and streaming and bring to life through our theme parks and consumer experiences we own and operate leading entertainment and news brands including nbc nbc news msnbc cnbc nbc sports telemundo nbc local stations bravo usa network and peacock our premium ad-supported streaming s…,"{'lemmas': ['company', 'description', 'follow', 'skill', 'experience', 'drive', 'succeed', 'role', 'find', 'create', 'world-class', 'content', 'distribute', 'portfolio', 'film', 'television', 'streaming', 'bring', 'life', 'theme', 'park', 'consumer', 'experience', 'operate', 'lead', 'entertainment', 'news', 'brand', 'include', 'nbc', 'nbc', 'news', 'msnbc', 'cnbc', 'nbc', 'sports', 'telemundo', 'nbc', 'local', 'station', 'bravo', 'usa', 'network', 'peacock', 'premium', 'ad-supporte', 'streaming', 's'], 'adjs_verbs': ['follow', 'drive', 'succeed', 'find', 'create', 'world-class', 'distribute', 'bring', 'operate', 'lead', 'include', 'local', 'peacock', 'ad-supporte'], 'nouns': ['company', 'description', 'skill', 'experience', 'role', 'content', 'portfolio', 'film', 'television', 'streaming', 'life', 'theme', 'park', 'consumer', 'experience', 'entertainment', 'news', 'brand', 'nbc', 'nbc', 'news', 'msnbc', 'cnbc', 'nbc', 'sports', 'telemundo', 'nbc', 'station', 'bravo', 'usa', 'network', 'premium', 'streaming', 's'], 'noun_phrases': ['company description', 'skills experience', 'world-class content', 'film television', 'theme parks', 'consumer experiences', 'news brands', 'local stations', 'streaming s', 'streaming s…', 's…'], 'entities': [('nbc nbc', 'ORG'), ('msnbc', 'ORG'), ('nbc', 'ORG')]}",company description follow skill experience drive succeed role find create world-class content distribute portfolio film television streaming bring life theme park consumer experience operate lead entertainment news brand include nbc nbc news msnbc cnbc nbc sports telemundo nbc local station bravo usa network peacock premium ad-supporte streaming s company description skills experience world-class content film television theme parks consumer experiences news brands local stations streaming s streaming s… s…
Head of Investor Relations,eToro,"Hoboken, Hudson County","eToro has created an intuitive Social Trading platform that gives traders and investors access to global stock markets, commodity trading, cryptocurrency trading, and more. We strive to make money management available and accessible to everyone (even to users with no prior experience or knowledge). We have over 33 million users worldwide, and our platform is available in over 140 countries around the world. With over 1500 employees worldwide, We have locations in the US, Cyprus, UK, Australia, …",Accounting & Finance Jobs,2025-02-20T14:48:04Z,154269.44,154269.44,etoro has created an intuitive social trading platform that gives traders and investors access to global stock markets commodity trading cryptocurrency trading and more we strive to make money management available and accessible to everyone even to users with no prior experience or knowledge we have over million users worldwide and our platform is available in over countries around the world with over employees worldwide we have locations in the us cyprus uk australia …,"{'lemmas': ['etoro', 'create', 'intuitive', 'social', 'trading', 'platform', 'give', 'trader', 'investor', 'access', 'global', 'stock', 'market', 'commodity', 'trading', 'cryptocurrency', 'trading', 'strive', 'money', 'management', 'available', 'accessible', 'user', 'prior', 'experience', 'knowledge', 'million', 'user', 'worldwide', 'platform', 'available', 'country', 'world', 'employee', 'worldwide', 'location', 'cyprus', 'uk', 'australia'], 'adjs_verbs': ['create', 'intuitive', 'social', 'give', 'global', 'strive', 'available', 'accessible', 'prior', 'available'], 'nouns': ['etoro', 'trading', 'platform', 'trader', 'investor', 'access', 'stock', 'market', 'commodity', 'trading', 'cryptocurrency', 'trading', 'money', 'management', 'user', 'experience', 'knowledge', 'user', 'platform', 'country', 'world', 'employee', 'location', 'cyprus', 'uk', 'australia'], 'noun_phrases': ['social trading', 'social trading platform', 'trading platform', 'investors access', 'global stock', 'global stock markets', 'stock markets', 'global stock markets commodity', 'stock markets commodity', 'markets commodity', 'global stock markets commodity trading', 'stock markets commodity trading', 'markets commodity trading', 'commodity trading', 'global stock markets commodity trading cryptocurrency', 'stock markets commodity trading cryptocurrency', 'markets commodity trading cryptocurrency', 'commodity trading cryptocurrency', 'trading cryptocurrency', 'global stock markets commodity trading cryptocurrency trading', 'stock markets commodity trading cryptocurrency trading', 'markets commodity trading cryptocurrency trading', 'commodity trading cryptocurrency trading', 'trading cryptocurrency trading', 'cryptocurrency trading', 'money management', 'prior experience'], 'entities': [('us', 'GPE'), ('uk australia', 'ORG')]}",etoro create intuitive social trading platform give trader investor access global stock market commodity trading cryptocurrency trading strive money management available accessible user prior experience knowledge million user worldwide platform available country world employee worldwide location cyprus uk australia social trading social trading platform trading platform investors access global stock global stock markets stock markets global stock markets commodity stock markets commodity markets commodity global stock markets commodity trading stock markets commodity trading markets commodity trading commodity trading global stock markets commodity trading cryptocurrency stock markets commodity trading cryptocurrency markets commodity trading cryptocurrency commodity trading cryptocurrency trading cryptocurrency global stock markets commodity trading cryptocurrency trading stock markets commodity trading cryptocurrency trading markets commodity trading cryptocurrency trading commodity trading cryptocurrency trading trading cryptocurrency trading cryptocurrency trading money management prior experience
Machine Learning Researcher,Quanta Search,"Franklin D Roosevelt, Manhattan","Our client is a process driven investment management group consisting of a team of researchers, traders and technologists who harness and apply the power of technology and automation to identify, model and trade global financial markets. They offer an array of quantitative investment fund products to their clients. They are seeking candidates with exceptional academic credentials to join our team and participate in and support of the firm’s efforts in the research, trading and production proces…",IT Jobs,2024-08-01T05:03:28Z,164580.66,164580.66,our client is a process driven investment management group consisting of a team of researchers traders and technologists who harness and apply the power of technology and automation to identify model and trade global financial markets they offer an array of quantitative investment fund products to their clients they are seeking candidates with exceptional academic credentials to join our team and participate in and support of the firm’s efforts in the research trading and production proces…,"{'lemmas': ['client', 'process', 'drive', 'investment', 'management', 'group', 'consist', 'team', 'researcher', 'trader', 'technologist', 'harness', 'apply', 'power', 'technology', 'automation', 'identify', 'model', 'trade', 'global', 'financial', 'market', 'offer', 'array', 'quantitative', 'investment', 'fund', 'product', 'client', 'seek', 'candidate', 'exceptional', 'academic', 'credential', 'join', 'team', 'participate', 'support', 'firm', 'effort', 'research', 'trading', 'production', 'proce'], 'adjs_verbs': ['drive', 'consist', 'harness', 'apply', 'identify', 'trade', 'global', 'financial', 'offer', 'quantitative', 'seek', 'exceptional', 'academic', 'join', 'participate'], 'nouns': ['client', 'process', 'investment', 'management', 'group', 'team', 'researcher', 'trader', 'technologist', 'power', 'technology', 'automation', 'model', 'market', 'array', 'investment', 'fund', 'product', 'client', 'candidate', 'credential', 'team', 'support', 'firm', 'effort', 'research', 'trading', 'production', 'proce'], 'noun_phrases': ['investment management', 'investment management group', 'management group', 'researchers traders', 'financial markets', 'quantitative investment', 'quantitative investment fund', 'investment fund', 'quantitative investment fund products', 'investment fund products', 'fund products', 'academic credentials', 'research trading', 'production proces'], 'entities': []}",client process drive investment management group consist team researcher trader technologist harness apply power technology automation identify model trade global financial market offer array quantitative investment fund product client seek candidate exceptional academic credential join team participate support firm effort research trading production proce investment management investment management group management group researchers traders financial markets quantitative investment quantitative investment fund investment fund quantitative investment fund products investment fund products fund products academic credentials research trading production proces
GCP Data Engineers,Tech Tammina LLC,"Grand Central, Manhattan","Role: GCP Data Engineers Location: ONSITE IN MANHATTAN NYC Duration: 12 Months (with strong possibility for renewal) Rate: Market Need only USC/ GC Key Responsibilities: Design, build, and optimize end-to-end data pipelines using GCP-native services such as Dataflow, Dataproc, and Pub/Sub. Implement data ingestion, transformation, and processing workflows using Apache Beam, Apache Spark, and scripting in Python. Manage and optimize data storage using BigQuery, Cloud Storage, and Cloud SQL to en…",IT Jobs,2025-04-15T07:44:34Z,134754.6,134754.6,role gcp data engineers location onsite in manhattan nyc duration months with strong possibility for renewal rate market need only usc/ gc key responsibilities design build and optimize end-to-end data pipelines using gcp-native services such as dataflow dataproc and pub/sub implement data ingestion transformation and processing workflows using apache beam apache spark and scripting in python manage and optimize data storage using bigquery cloud storage and cloud sql to en…,"{'lemmas': ['role', 'gcp', 'data', 'engineer', 'location', 'onsite', 'manhattan', 'nyc', 'duration', 'month', 'strong', 'possibility', 'renewal', 'rate', 'market', 'need', 'usc/', 'gc', 'key', 'responsibility', 'design', 'build', 'optimize', 'end-to-end', 'datum', 'pipeline', 'gcp-native', 'service', 'dataflow', 'dataproc', 'pub', 'sub', 'implement', 'data', 'ingestion', 'transformation', 'processing', 'workflow', 'apache', 'beam', 'apache', 'spark', 'scripting', 'python', 'manage', 'optimize', 'datum', 'storage', 'bigquery', 'cloud', 'storage', 'cloud', 'sql', 'en'], 'adjs_verbs': ['onsite', 'strong', 'need', 'key', 'optimize', 'gcp-native', 'dataflow', 'implement', 'python', 'optimize', 'bigquery', 'sql'], 'nouns': ['role', 'gcp', 'data', 'engineer', 'location', 'manhattan', 'nyc', 'duration', 'month', 'possibility', 'renewal', 'rate', 'market', 'usc/', 'responsibility', 'design', 'build', 'end-to-end', 'datum', 'pipeline', 'service', 'dataproc', 'pub', 'sub', 'data', 'ingestion', 'transformation', 'processing', 'workflow', 'apache', 'beam', 'apache', 'spark', 'scripting', 'manage', 'datum', 'storage', 'cloud', 'storage', 'cloud', 'en'], 'noun_phrases': ['role gcp', 'role gcp data', 'gcp data', 'role gcp data engineers', 'gcp data engineers', 'data engineers', 'role gcp data engineers location', 'gcp data engineers location', 'data engineers location', 'engineers location', 'duration months', 'strong possibility', 'renewal rate', 'renewal rate market', 'rate market', 'key responsibilities', 'key responsibilities design', 'responsibilities design', 'key responsibilities design build', 'responsibilities design build', 'design build', 'end-to-end data', 'end-to-end data pipelines', 'data pipelines', 'gcp-native services', 'dataflow dataproc', 'data ingestion', 'data ingestion transformation', 'ingestion transformation', 'processing workflows', 'python manage', 'data storage', 'bigquery cloud', 'bigquery cloud storage', 'cloud storage'], 'entities': [('role gcp data', 'ORG'), ('manhattan', 'GPE')]}",role gcp data engineer location onsite manhattan nyc duration month strong possibility renewal rate market need usc/ gc key responsibility design build optimize end-to-end datum pipeline gcp-native service dataflow dataproc pub sub implement data ingestion transformation processing workflow apache beam apache spark scripting python manage optimize datum storage bigquery cloud storage cloud sql en role gcp role gcp data gcp data role gcp data engineers gcp data engineers data engineers role gcp data engineers location gcp data engineers location data engineers location engineers location duration months strong possibility renewal rate renewal rate market rate market key responsibilities key responsibilities design responsibilities design key responsibilities design build responsibilities design build design build end-to-end data end-to-end data pipelines data pipelines gcp-native services dataflow dataproc data ingestion data ingestion transformation ingestion transformation processing workflows python manage data storage bigquery cloud bigquery cloud storage cloud storage
Account Director – Alternative Data,Hatched Analytics,"Chelsea and Clinton, Manhattan","The Role We’re hiring an Account Director to grow revenue from our hedge fund clients. This role is focused on onboarding new accounts, expanding existing relationships across teams, and driving upsells and renewals within active users. You’ll work closely with our co-founders, analysts, and sales team to ensure clients see the full value of our 70 company-specific data feeds. You’ll open doors, manage trials, build relationships, and keep commercial conversations active. We’re looking for some…",Sales Jobs,2025-04-15T22:04:09Z,125906.84,125906.84,the role we’re hiring an account director to grow revenue from our hedge fund clients this role is focused on onboarding new accounts expanding existing relationships across teams and driving upsells and renewals within active users you’ll work closely with our co-founders analysts and sales team to ensure clients see the full value of our company-specific data feeds you’ll open doors manage trials build relationships and keep commercial conversations active we’re looking for some…,"{'lemmas': ['role', 'hire', 'account', 'director', 'grow', 'revenue', 'hedge', 'fund', 'client', 'role', 'focus', 'onboarde', 'new', 'account', 'expand', 'exist', 'relationship', 'team', 'drive', 'upsell', 'renewal', 'active', 'user', 'work', 'closely', 'co-founder', 'analyst', 'sale', 'team', 'ensure', 'client', 'value', 'company-specific', 'datum', 'feed', 'open', 'door', 'manage', 'trial', 'build', 'relationship', 'commercial', 'conversation', 'active', 'look'], 'adjs_verbs': ['hire', 'grow', 'focus', 'onboarde', 'new', 'expand', 'exist', 'drive', 'active', 'work', 'ensure', 'company-specific', 'feed', 'open', 'manage', 'build', 'commercial', 'active', 'look'], 'nouns': ['role', 'account', 'director', 'revenue', 'hedge', 'fund', 'client', 'role', 'account', 'relationship', 'team', 'upsell', 'renewal', 'user', 'co-founder', 'analyst', 'sale', 'team', 'client', 'value', 'datum', 'door', 'trial', 'relationship', 'conversation'], 'noun_phrases': ['account director', 'hedge fund', 'hedge fund clients', 'fund clients', 'new accounts', 'active users', 'co-founders analysts', 'sales team', 'full value', 'company-specific data', 'open doors', 'commercial conversations'], 'entities': []}",role hire account director grow revenue hedge fund client role focus onboarde new account expand exist relationship team drive upsell renewal active user work closely co-founder analyst sale team ensure client value company-specific datum feed open door manage trial build relationship commercial conversation active look account director hedge fund hedge fund clients fund clients new accounts active users co-founders analysts sales team full value company-specific data open doors commercial conversations
Data Scientist,Spearhead Staffing,"Bushwick and Williamsburg, Brooklyn","We are currently looking for a Full-Time Data Scientist to come on-board for one of our Hedge Fund Clients in NYC. They are a private credit fund specializing in fixed income investments and private credit, using data-driven strategies to optimize returns and manage risks. This Data Scientist should be proficient in data engineering, predictive modeling, and reporting, with expertise in data visualization, machine learning techniques, Python, Azure, and SQL databases to support investment decis…",IT Jobs,2024-11-28T18:49:25Z,148247.6,148247.6,we are currently looking for a full-time data scientist to come on-board for one of our hedge fund clients in nyc they are a private credit fund specializing in fixed income investments and private credit using data-driven strategies to optimize returns and manage risks this data scientist should be proficient in data engineering predictive modeling and reporting with expertise in data visualization machine learning techniques python azure and sql databases to support investment decis…,"{'lemmas': ['currently', 'look', 'full-time', 'data', 'scientist', 'come', 'on-board', 'hedge', 'fund', 'client', 'nyc', 'private', 'credit', 'fund', 'specialize', 'fix', 'income', 'investment', 'private', 'credit', 'data-driven', 'strategy', 'optimize', 'return', 'manage', 'risk', 'data', 'scientist', 'proficient', 'datum', 'engineering', 'predictive', 'modeling', 'report', 'expertise', 'datum', 'visualization', 'machine', 'learn', 'technique', 'python', 'azure', 'sql', 'database', 'support', 'investment', 'decis'], 'adjs_verbs': ['look', 'full-time', 'come', 'private', 'specialize', 'fix', 'private', 'data-driven', 'optimize', 'manage', 'proficient', 'predictive', 'report', 'learn', 'sql', 'support'], 'nouns': ['data', 'scientist', 'hedge', 'fund', 'client', 'nyc', 'credit', 'fund', 'income', 'investment', 'credit', 'strategy', 'return', 'risk', 'data', 'scientist', 'datum', 'engineering', 'modeling', 'expertise', 'datum', 'visualization', 'machine', 'technique', 'python', 'azure', 'database', 'investment', 'decis'], 'noun_phrases': ['full-time data', 'full-time data scientist', 'data scientist', 'hedge fund', 'hedge fund clients', 'fund clients', 'private credit', 'private credit fund', 'credit fund', 'income investments', 'private credit', 'data-driven strategies', 'data scientist', 'data engineering', 'predictive modeling', 'data visualization', 'data visualization machine', 'visualization machine', 'techniques python', 'techniques python azure', 'python azure', 'sql databases', 'investment decis'], 'entities': [('decis', 'PERSON')]}",currently look full-time data scientist come on-board hedge fund client nyc private credit fund specialize fix income investment private credit data-driven strategy optimize return manage risk data scientist proficient datum engineering predictive modeling report expertise datum visualization machine learn technique python azure sql database support investment decis full-time data full-time data scientist data scientist hedge fund hedge fund clients fund clients private credit private credit fund credit fund income investments private credit data-driven strategies data scientist data engineering predictive modeling data visualization data visualization machine visualization machine techniques python techniques python azure python azure sql databases investment decis
